EU_circo;code_région;nom_région;chef-lieu_région;numéro_département;nom_département;préfecture;numéro_circonscription;nom_commune;codes_postaux;code_insee;latitude;longitude;éloignement
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Lagesse;10210;10185;48.016667;4.133333;2
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Laines-aux-Bois;10120;10186;48.233333;3.983333;1.43
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;La Loge-Pomblin;10210;10201;48.05;4.033333;1.77
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Lantages;10210;10188;48.066667;4.216667;1.65
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Laubressel;10270;10190;48.3;4.216667;0.94
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;La Vendue-Mignot;10800;10402;48.166667;4.116667;1.34
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Les Bordes-Aumont;10800;10049;48.183333;4.116667;0.91
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Les Croûtes;10130;10118;48;3.866667;2.12
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Les Granges;10210;10168;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Les Loges-Margueron;10210;10202;48.083333;4.116667;1.54
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Les Riceys;10340;10317;47.983333;4.366667;2.24
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Lignières;10130;10196;47.95;3.966667;2.47
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Lirey;10320;10198;48.15;4.05;1.07
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Longeville-sur-Mogne;10320;10204;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Lusigny-sur-Barse;10270;10209;48.25;4.266667;0.84
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Machy;10320;10212;48.133333;4.05;1.19
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Maisons-lès-Chaource;10210;10218;48.016667;4.166667;2
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Maraye-en-Othe;10160;10222;48.166667;3.85;1.78
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Marolles-lès-Bailly;10110;10226;48.183333;4.35;1.25
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Marolles-sous-Lignières;10130;10227;47.95;3.916667;2.47
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Maupas;10320;10229;48.133333;4.066667;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Merrey-sur-Arce;10110;10232;48.1;4.383333;1.42
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Mesnil-Saint-Père;10140;10238;48.25;4.333333;1.84
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Messon;10190;10240;48.266667;3.9;1.01
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Metz-Robert;10210;10241;48.066667;4.116667;1.65
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montaulin;10270;10245;48.25;4.2;0.58
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montceaux-lès-Vaudes;10260;10246;48.166667;4.166667;1.65
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montfey;10130;10247;48.066667;3.883333;1.65
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montiéramey;10270;10249;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montigny-les-Monts;10130;10251;48.1;3.95;1.42
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Montreuil-sur-Barse;10270;10255;48.216667;4.3;1.73
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Moussey;10800;10260;48.216667;4.1;0.61
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Mussy-sur-Seine;10250;10261;47.966667;4.5;2.35
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Neuville-sur-Seine;10250;10262;48.033333;4.416667;1.89
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Neuville-sur-Vannes;10190;10263;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Nogent-en-Othe;10160;10266;48.15;3.8;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Paisy-Cosdon;10160;10276;48.233333;3.716667;1.67
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Pargues;10210;10278;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Plaines-Saint-Lange;10250;10288;47.983333;4.466667;2.24
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Poligny;10110;10294;48.166667;4.35;1.12
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Polisot;10110;10295;48.083333;4.366667;1.54
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Polisy;10110;10296;48.066667;4.466667;1.65
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Praslin;10210;10302;48.05;4.2;1.77
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Prugny;10190;10307;48.25;3.95;1.6
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Prusy;10210;10309;47.966667;4.05;2.35
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Racines;10130;10312;48.05;3.85;1.77
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Rigny-le-Ferron;10160;10319;48.2;3.633333;1.97
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Roncenay;10320;10324;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Rosières-près-Troyes;10430;10325;48.266667;4.066667;1
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Rouilly-Saint-Loup;10800;10329;48.266667;4.15;1.57
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Rumilly-lès-Vaudes;10260;10331;48.15;4.216667;1.07
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Ruvigny;10410;10332;48.266667;4.183333;1.34
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-André-les-Vergers;10120;10333;48.283333;4.05;1.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Benoist-sur-Vanne;10160;10335;48.233333;3.666667;1.85
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Germain;10120;10340;48.25;4.033333;0.52
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Jean-de-Bonneval;10320;10342;48.166667;4.05;0.96
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Julien-les-Villas;10800;10343;48.266667;4.1;1.27
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Léger-près-Troyes;10800;10344;48.233333;4.083333;0.82
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Mards-en-Othe;10160;10350;48.166667;3.8;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Parres-lès-Vaudes;10260;10358;48.166667;4.216667;0.96
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Phal;10130;10359;48.116667;4;1.56
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Pouange;10120;10360;48.233333;4.033333;0.82
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Saint-Thibault;10800;10363;48.2;4.133333;0.73
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Sommeval;10320;10371;48.166667;3.966667;1.68
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Souligny;10320;10373;48.2;4;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Thennelières;10410;10375;48.283333;4.183333;1.01
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Troyes;10000;10387;48.3;4.083333;0.34
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Turgy;10210;10388;48.016667;4.05;2
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vallières;10210;10394;48;4.05;2.12
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vanlay;10210;10395;48.033333;4.016667;1.89
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vauchassis;10190;10396;48.216667;3.916667;1.31
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vaudes;10260;10399;48.183333;4.183333;1.41
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Verrières;10390;10406;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villemaur-sur-Vanne;10190;10415;48.25;3.733333;1.61
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villemereuil;10800;10416;48.2;4.083333;0.87
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villemoiron-en-Othe;10160;10417;48.2;3.783333;1.43
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villemorien;10110;10418;48.083333;4.3;1.63
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villemoyenne;10260;10419;48.183333;4.233333;0.84
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villeneuve-au-Chemin;10130;10422;48.083333;3.85;1.54
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villery;10320;10425;48.166667;4.016667;0.96
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Ville-sur-Arce;10110;10427;48.116667;4.45;1.3
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villiers-le-Bois;10210;10431;47.95;4.183333;2.47
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villiers-sous-Praslin;10210;10432;48.066667;4.25;1.71
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villy-en-Trodes;10140;10433;48.2;4.383333;1.38
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villy-le-Bois;10800;10434;48.166667;4.1;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Villy-le-Maréchal;10800;10435;48.183333;4.083333;1.16
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Virey-sous-Bar;10260;10437;48.133333;4.316667;1.56
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vosnon;10130;10441;48.1;3.85;1.42
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vougrey;10210;10443;48.083333;4.233333;1.6
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;2;Vulaines;10160;10444;48.233333;3.616667;2.03
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Avant-lès-Marcilly;10400;10020;48.416667;3.566667;2.21
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Avon-la-Pèze;10290;10023;48.383333;3.65;1.91
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Barberey-Saint-Sulpice;10600;10030;48.333333;4.033333;1.26
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Barbuise;10400;10031;48.55;3.583333;2.15
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Bercenay-le-Hayer;10290;10038;48.333333;3.583333;2.15
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Bessy;10170;10043;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Boulages;10380;10052;48.583333;3.916667;1.96
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Bourdenay;10290;10054;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Bouy-sur-Orvin;10400;10057;48.416667;3.5;2.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Champfleury;10700;10075;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Chapelle-Vallon;10700;10082;48.433333;4.033333;2.05
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Charmoy;10290;10085;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Charny-le-Bachot;10380;10086;48.55;3.95;1.72
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Châtres;10510;10089;48.5;3.85;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Chauchigny;10170;10090;48.433333;3.966667;1.2
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Courceroy;10400;10106;48.466667;3.416667;2.76
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Crancey;10100;10114;48.516667;3.633333;1.97
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Dierrey-Saint-Julien;10190;10124;48.316667;3.833333;1.25
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Dierrey-Saint-Pierre;10190;10125;48.333333;3.833333;1.25
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Droupt-Saint-Basle;10170;10131;48.483333;3.933333;1.26
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Droupt-Sainte-Marie;10170;10132;48.5;3.916667;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Echemines;10350;10134;48.383333;3.833333;1.25
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Etrelles-sur-Aube;10170;10144;48.566667;3.866667;1.84
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Faux-Villecerf;10290;10145;48.333333;3.733333;1.71
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Fay-lès-Marcilly;10290;10146;48.4;3.6;2.09
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Ferreux-Quincey;10400;10148;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Fontaine-les-Grès;10280;10151;48.416667;3.9;1.47
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Fontaine-Mâcon;10400;10153;48.466667;3.5;2.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Fontenay-de-Bossery;10400;10154;48.45;3.45;2.64
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Gélannes;10100;10164;48.483333;3.666667;1.85
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Gumery;10400;10169;48.45;3.433333;2.7
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Chapelle-Saint-Luc;10600;10081;48.333333;4.05;1.58
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Fosse-Corduan;10100;10157;48.45;3.65;1.91
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Louptière-Thénard;10400;10208;48.383333;3.433333;2.7
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Motte-Tilly;10400;10259;48.466667;3.433333;2.7
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Rivière-de-Corps;10440;10321;48.283333;4.033333;1
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Saulsotte;10400;10367;48.533333;3.5;2.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;La Villeneuve-au-Châtelot;10400;10421;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Le Mériot;10400;10231;48.5;3.45;2.64
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Le Pavillon-Sainte-Julie;10350;10281;48.366667;3.9;1.66
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Les Grandes-Chapelles;10170;10166;48.466667;4.016667;1.52
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Les Noës-près-Troyes;10420;10265;48.3;4.033333;0.52
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Longueville-sur-Aube;10170;10207;48.55;3.916667;1.72
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Macey;10300;10211;48.3;3.916667;1.33
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Maizières-la-Grande-Paroisse;10510;10220;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Marcilly-le-Hayer;10290;10223;48.35;3.633333;1.97
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Marigny-le-Châtel;10350;10224;48.4;3.733333;1.61
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Marnay-sur-Seine;10400;10225;48.516667;3.55;2.27
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Méry-sur-Seine;10170;10233;48.5;3.883333;1.37
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Mesgrigny;10170;10234;48.483333;3.883333;1.26
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Mesnil-Saint-Loup;10190;10237;48.3;3.766667;1.49
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Montgueux;10300;10248;48.3;3.966667;0.76
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Montpothier;10400;10254;48.566667;3.516667;2.39
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Nogent-sur-Seine;10400;10268;48.483333;3.5;2.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Origny-le-Sec;10510;10271;48.466667;3.766667;1.49
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Orvilliers-Saint-Julien;10170;10274;48.45;3.833333;1.61
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Ossey-les-Trois-Maisons;10100;10275;48.433333;3.75;1.55
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Palis;10190;10277;48.283333;3.7;2.01
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Pars-lès-Romilly;10100;10280;48.483333;3.733333;1.61
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Payns;10600;10282;48.383333;3.966667;1.12
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Périgny-la-Rose;10400;10284;48.55;3.633333;1.97
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Plancy-l'Abbaye;10380;10289;;;
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Planty;10160;10290;48.266667;3.65;1.91
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Plessis-Barbuise;10400;10291;48.566667;3.583333;2.15
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Pont-sur-Seine;10400;10298;48.516667;3.6;2.09
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Pouy-sur-Vannes;10290;10301;48.3;3.583333;2.15
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Prémierfait;10170;10305;48.5;4.033333;1.71
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Prunay-Belleville;10350;10308;48.366667;3.783333;1.43
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Rhèges;10170;10316;48.55;4;1.72
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Rigny-la-Nonneuse;10290;10318;48.416667;3.666667;1.85
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Rilly-Sainte-Syre;10280;10320;48.45;3.95;1.03
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Romilly-sur-Seine;10100;10323;48.516667;3.716667;1.67
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Aubin;10400;10334;48.466667;3.55;2.27
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Sainte-Savine;10300;10362;48.3;4.05;1.94
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Flavy;10350;10339;48.4;3.766667;1.49
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Hilaire-sous-Romilly;10100;10341;48.516667;3.666667;1.85
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Loup-de-Buffigny;10100;10347;48.45;3.633333;1.97
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Lupien;10350;10348;48.35;3.7;1.73
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Lyé;10600;10349;48.366667;4;0.64
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Martin-de-Bossenay;10100;10351;48.433333;3.683333;1.79
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Mesmin;10280;10353;48.45;3.933333;1.03
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Nicolas-la-Chapelle;10400;10355;48.533333;3.466667;2.57
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Saint-Oulph;10170;10356;48.516667;3.866667;1.49
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Salon;10700;10365;48.633333;4;2.31
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Savières;10600;10368;48.416667;3.95;1.98
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Soligny-les-Etangs;10400;10370;48.4;3.5;2.45
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Torvilliers;10440;10381;48.266667;3.966667;1
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Traînel;10400;10382;48.416667;3.45;2.64
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Trancault;10290;10383;48.366667;3.533333;2.33
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Troyes;10000;10387;48.3;4.083333;0.34
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Vallant-Saint-Georges;10170;10392;48.466667;3.9;1.14
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Viâpres-le-Petit;10380;10408;48.566667;4.033333;1.84
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Villadin;10290;10410;48.316667;3.683333;1.79
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Villeloup;10350;10414;48.366667;3.866667;1.13
Est;21;Champagne-Ardenne;Châlons-en-Champagne;10;Aube;Troyes;3;Villenauxe-la-Grande;10370;10420;;;
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Aigues-Vives;11800;11001;;;
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Albières;11330;11007;42.95;2.483333;1.27
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Arquettes-en-Val;11220;11016;;;
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Auriac;11330;11020;42.933333;2.5;1.27
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Azille;11700;11022;43.283333;2.666667;1.47
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Badens;11800;11023;43.216667;2.516667;0.73
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Bagnoles;11600;11025;;;
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Barbaira;11800;11027;43.183333;2.516667;0.84
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Berriac;11090;11037;43.216667;2.416667;0.68
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Blomac;11700;11042;43.2;2.6;1.05
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Bouilhonnac;11800;11043;43.233333;2.433333;1.09
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Bouisse;11190;11044;42.983333;2.45;1.82
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Cabrespine;11160;11056;43.366667;2.466667;1.71
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Capendu;11700;11068;43.183333;2.566667;1.57
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Carcassonne;11000;11069;43.216667;2.35;0.68
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Castans;11160;11075;43.4;2.483333;1.94
Sud-Ouest;91;Languedoc-Roussillon;Montpellier;11;Aude;Carcassonne;1;Caudebronde;11390;11079;43.383333;2.3;1.83
